기준년월,행정동코드,행정동명,연령별,월별 일평균 주거인구수 평균,월별 일평균 직장인구수 평균,월별 일평균 방문인구수 평균
2025-12,2623066000,부산진구 부암3동,기타,"58,088","1,303","14,668"
2025-12,2623067000,부산진구 당감1동,20대,"30,677","3,584","7,975"
2025-12,2623067000,부산진구 당감1동,20대미만,"27,763","3,712","6,486"
2025-12,2623067000,부산진구 당감1동,30대,"32,027","3,917","9,733"
2025-12,2623067000,부산진구 당감1동,40대,"40,499","5,567","10,966"
2025-12,2623067000,부산진구 당감1동,50대,"64,582","8,019","14,311"
2025-12,2623067000,부산진구 당감1동,60대,"77,384","5,984","17,764"
2025-12,2623067000,부산진구 당감1동,기타,"79,077","1,816","9,976"
2025-12,2623068000,부산진구 당감2동,20대,"12,119","1,058","3,330"
2025-12,2623068000,부산진구 당감2동,20대미만,"7,413",144,"1,768"
2025-12,2623068000,부산진구 당감2동,30대,"13,075","1,453","5,596"
2025-12,2623068000,부산진구 당감2동,40대,"14,643","1,442","4,664"
2025-12,2623068000,부산진구 당감2동,50대,"17,737","2,128","6,399"
2025-12,2623068000,부산진구 당감2동,60대,"16,905","1,390","6,915"
2025-12,2623068000,부산진구 당감2동,기타,"22,069",381,"4,636"
2025-12,2623070000,부산진구 당감4동,20대,"11,077","1,055","4,938"
2025-12,2623070000,부산진구 당감4동,20대미만,"13,835",469,"6,143"
2025-12,2623070000,부산진구 당감4동,30대,"11,117","1,117","6,963"
2025-12,2623070000,부산진구 당감4동,40대,"16,058","1,381","8,684"
2025-12,2623070000,부산진구 당감4동,50대,"25,548","2,923","9,556"
2025-12,2623070000,부산진구 당감4동,60대,"29,062","2,581","9,613"
2025-12,2623070000,부산진구 당감4동,기타,"31,845",695,"5,968"
2025-12,2623071000,부산진구 가야1동,20대,"36,078","17,236","18,028"
2025-12,2623071000,부산진구 가야1동,20대미만,"24,831","5,915","8,889"
2025-12,2623071000,부산진구 가야1동,30대,"25,554","5,227","13,599"
2025-12,2623071000,부산진구 가야1동,40대,"32,531","5,978","13,870"
2025-12,2623071000,부산진구 가야1동,50대,"42,626","9,382","18,367"
2025-12,2623071000,부산진구 가야1동,60대,"55,408","5,643","17,970"
2025-12,2623071000,부산진구 가야1동,기타,"65,364","1,764","13,091"
2025-12,2623072000,부산진구 가야2동,20대,"13,396","1,548","7,062"
2025-12,2623072000,부산진구 가야2동,20대미만,"11,872","2,075","6,969"
2025-12,2623072000,부산진구 가야2동,30대,"13,780","1,605","8,135"
2025-12,2623072000,부산진구 가야2동,40대,"18,130","2,385","9,669"
2025-12,2623072000,부산진구 가야2동,50대,"24,779","3,025","13,438"
2025-12,2623072000,부산진구 가야2동,60대,"31,090","2,626","16,013"
2025-12,2623072000,부산진구 가야2동,기타,"42,846","1,078","12,579"
2025-12,2623074000,부산진구 개금1동,20대,"49,823","5,101","14,325"
2025-12,2623074000,부산진구 개금1동,20대미만,"16,013",481,"7,528"
2025-12,2623074000,부산진구 개금1동,30대,"45,836","4,471","11,885"
2025-12,2623074000,부산진구 개금1동,40대,"32,621","3,972","11,634"
2025-12,2623074000,부산진구 개금1동,50대,"40,724","6,659","15,785"
2025-12,2623074000,부산진구 개금1동,60대,"43,434","5,335","16,883"
2025-12,2623074000,부산진구 개금1동,기타,"48,010","1,544","12,355"
2025-12,2623075000,부산진구 개금2동,20대,"15,672","5,061","12,110"
2025-12,2623075000,부산진구 개금2동,20대미만,"12,847",385,"3,373"
2025-12,2623075000,부산진구 개금2동,30대,"12,654","5,448","9,578"
2025-12,2623075000,부산진구 개금2동,40대,"16,119","4,013","9,461"
2025-12,2623075000,부산진구 개금2동,50대,"23,029","3,980","12,357"
2025-12,2623075000,부산진구 개금2동,60대,"28,318","2,291","14,720"
2025-12,2623075000,부산진구 개금2동,기타,"35,498",592,"12,429"
2025-12,2623076000,부산진구 개금3동,20대,"36,756","3,238","7,310"
2025-12,2623076000,부산진구 개금3동,20대미만,"37,331","2,648","6,786"
2025-12,2623076000,부산진구 개금3동,30대,"43,119","4,274","9,333"
2025-12,2623076000,부산진구 개금3동,40대,"56,408","4,400","8,278"
2025-12,2623076000,부산진구 개금3동,50대,"73,812","7,706","11,993"
2025-12,2623076000,부산진구 개금3동,60대,"97,322","6,161","13,402"
2025-12,2623076000,부산진구 개금3동,기타,"89,374","1,419","8,570"
2025-12,2623077000,부산진구 범천1동,20대,"36,306","8,933","24,897"
2025-12,2623077000,부산진구 범천1동,20대미만,"10,148",310,"7,381"
2025-12,2623077000,부산진구 범천1동,30대,"41,248","13,960","28,072"
2025-12,2623077000,부산진구 범천1동,40대,"26,054","14,228","24,302"
2025-12,2623077000,부산진구 범천1동,50대,"28,570","17,688","28,741"
2025-12,2623077000,부산진구 범천1동,60대,"30,218","11,528","29,655"
2025-12,2623077000,부산진구 범천1동,기타,"35,413","4,866","23,982"
2025-12,2623078000,부산진구 범천2동,20대,"29,723","3,113","10,470"
2025-12,2623078000,부산진구 범천2동,20대미만,"19,712",332,"3,327"
2025-12,2623078000,부산진구 범천2동,30대,"57,219","5,922","12,236"
2025-12,2623078000,부산진구 범천2동,40대,"47,783","5,993","8,996"
2025-12,2623078000,부산진구 범천2동,50대,"46,434","5,999","10,169"
2025-12,2623078000,부산진구 범천2동,60대,"65,805","6,219","13,612"
2025-12,2623078000,부산진구 범천2동,기타,"68,577","1,568","10,132"
2025-12,2626051000,동래구 수민동,20대,"35,996","4,529","11,879"
2025-12,2626051000,동래구 수민동,20대미만,"29,798","1,444","12,004"
2025-12,2626051000,동래구 수민동,30대,"47,387","6,376","15,325"
2025-12,2626051000,동래구 수민동,40대,"45,492","8,232","18,427"
2025-12,2626051000,동래구 수민동,50대,"50,821","9,683","27,107"
2025-12,2626051000,동래구 수민동,60대,"90,522","7,829","30,611"
2025-12,2626051000,동래구 수민동,기타,"98,039","2,352","28,503"
2025-12,2626052000,동래구 복산동,20대,"9,992","1,055","2,462"
2025-12,2626052000,동래구 복산동,20대미만,"7,478",546,"4,057"
2025-12,2626052000,동래구 복산동,30대,"10,393","2,041","3,116"
2025-12,2626052000,동래구 복산동,40대,"12,535","2,544","4,220"
2025-12,2626052000,동래구 복산동,50대,"21,861","3,388","6,144"
2025-12,2626052000,동래구 복산동,60대,"29,627","2,445","6,432"
2025-12,2626052000,동래구 복산동,기타,"38,760",893,"4,384"
2025-12,2626054500,동래구 명륜동,20대,"32,467","11,475","33,119"
2025-12,2626054500,동래구 명륜동,20대미만,"58,791","8,240","18,423"
2025-12,2626054500,동래구 명륜동,30대,"44,488","14,351","32,090"
2025-12,2626054500,동래구 명륜동,40대,"67,166","14,122","33,795"
2025-12,2626054500,동래구 명륜동,50대,"72,159","17,903","39,013"
2025-12,2626054500,동래구 명륜동,60대,"50,764","10,665","37,867"
2025-12,2626054500,동래구 명륜동,기타,"56,375","3,557","30,371"
2025-12,2626055000,동래구 온천1동,20대,"66,128","8,512","24,799"
2025-12,2626055000,동래구 온천1동,20대미만,"54,358","4,434","15,758"
2025-12,2626055000,동래구 온천1동,30대,"95,929","10,962","30,502"
2025-12,2626055000,동래구 온천1동,40대,"88,803","11,543","32,817"
2025-12,2626055000,동래구 온천1동,50대,"84,922","12,967","37,859"
2025-12,2626055000,동래구 온천1동,60대,"72,862","9,235","35,299"
2025-12,2626055000,동래구 온천1동,기타,"79,218","3,634","26,926"
2025-12,2626056000,동래구 온천2동,20대,"19,138","5,010","11,100"
2025-12,2626056000,동래구 온천2동,20대미만,"32,325","5,572","6,753"
2025-12,2626056000,동래구 온천2동,30대,"27,861","7,046","11,924"
2025-12,2626056000,동래구 온천2동,40대,"39,468","8,361","13,670"
2025-12,2626056000,동래구 온천2동,50대,"36,898","8,578","18,776"
2025-12,2626056000,동래구 온천2동,60대,"38,340","5,303","18,560"
2025-12,2626056000,동래구 온천2동,기타,"49,488","1,345","14,227"
2025-12,2626057000,동래구 온천3동,20대,"64,098","5,999","29,736"
2025-12,2626057000,동래구 온천3동,20대미만,"52,329","4,327","41,649"
2025-12,2626057000,동래구 온천3동,30대,"73,497","6,740","43,661"
2025-12,2626057000,동래구 온천3동,40대,"77,227","8,556","54,287"
2025-12,2626057000,동래구 온천3동,50대,"98,140","11,942","47,155"
2025-12,2626057000,동래구 온천3동,60대,"106,548","9,008","47,035"
2025-12,2626057000,동래구 온천3동,기타,"114,678","2,392","41,397"
2025-12,2626058000,동래구 사직1동,20대,"13,826","3,916","12,762"
2025-12,2626058000,동래구 사직1동,20대미만,"21,871","2,558","17,078"
2025-12,2626058000,동래구 사직1동,30대,"19,160","5,045","16,740"
2025-12,2626058000,동래구 사직1동,40대,"25,813","5,764","21,788"
2025-12,2626058000,동래구 사직1동,50대,"24,855","5,623","21,609"
2025-12,2626058000,동래구 사직1동,60대,"24,247","4,668","20,477"
2025-12,2626058000,동래구 사직1동,기타,"33,269","1,619","16,477"
2025-12,2626059000,동래구 사직2동,20대,"31,604","3,328","14,392"
2025-12,2626059000,동래구 사직2동,20대미만,"68,636","8,395","18,532"
2025-12,2626059000,동래구 사직2동,30대,"35,558","3,892","13,680"
2025-12,2626059000,동래구 사직2동,40대,"61,510","6,586","21,016"
2025-12,2626059000,동래구 사직2동,50대,"70,825","7,134","20,460"
2025-12,2626059000,동래구 사직2동,60대,"59,056","4,545","17,051"
2025-12,2626059000,동래구 사직2동,기타,"41,935","1,178","12,200"
2025-12,2626060000,동래구 사직3동,20대,"21,157","2,505","8,364"
2025-12,2626060000,동래구 사직3동,20대미만,"37,951","1,543","12,108"
2025-12,2626060000,동래구 사직3동,30대,"25,706","3,983","9,164"
2025-12,2626060000,동래구 사직3동,40대,"49,231","5,987","14,000"
2025-12,2626060000,동래구 사직3동,50대,"40,907","6,027","13,451"
2025-12,2626060000,동래구 사직3동,60대,"42,203","4,197","11,708"
2025-12,2626060000,동래구 사직3동,기타,"51,577","1,043","9,728"
2025-12,2626074000,동래구 안락1동,20대,"15,423","4,086","8,187"
2025-12,2626074000,동래구 안락1동,20대미만,"15,076",965,"6,574"
2025-12,2626074000,동래구 안락1동,30대,"18,312","5,096","10,836"
2025-12,2626074000,동래구 안락1동,40대,"22,760","5,207","12,960"
2025-12,2626074000,동래구 안락1동,50대,"29,824","6,594","18,119"
2025-12,2626074000,동래구 안락1동,60대,"43,449","6,407","22,678"
2025-12,2626074000,동래구 안락1동,기타,"54,810","2,036","18,601"
2025-12,2626075000,동래구 안락2동,20대,"37,348","5,323","9,824"
2025-12,2626075000,동래구 안락2동,20대미만,"49,332","3,150","9,083"
2025-12,2626075000,동래구 안락2동,30대,"43,621","7,091","13,580"
2025-12,2626075000,동래구 안락2동,40대,"59,541","8,112","13,802"
2025-12,2626075000,동래구 안락2동,50대,"73,529","10,964","18,163"
2025-12,2626075000,동래구 안락2동,60대,"81,986","6,988","17,955"
2025-12,2626075000,동래구 안락2동,기타,"82,190","1,385","13,152"
2025-12,2626076100,동래구 명장1동,20대,"15,978","2,038","5,130"
2025-12,2626076100,동래구 명장1동,20대미만,"23,027","4,636","5,704"
2025-12,2626076100,동래구 명장1동,30대,"23,029","2,661","6,451"
2025-12,2626076100,동래구 명장1동,40대,"31,522","3,983","8,002"
2025-12,2626076100,동래구 명장1동,50대,"36,356","5,325","9,574"
2025-12,2626076100,동래구 명장1동,60대,"46,153","6,180","11,549"
2025-12,2626076100,동래구 명장1동,기타,"53,844","1,990","9,404"
2025-12,2626076200,동래구 명장2동,20대,"9,792",871,"1,992"
2025-12,2626076200,동래구 명장2동,20대미만,"12,276","4,592","4,331"
2025-12,2626076200,동래구 명장2동,30대,"15,185","1,214","3,206"
2025-12,2626076200,동래구 명장2동,40대,"16,060","2,080","4,179"
2025-12,2626076200,동래구 명장2동,50대,"22,346","2,601","4,416"
2025-12,2626076200,동래구 명장2동,60대,"27,373","2,156","6,247"
2025-12,2626076200,동래구 명장2동,기타,"28,011",652,"3,941"
2025-12,2629051000,남구 대연1동,20대,"59,653","5,792","24,901"
2025-12,2629051000,남구 대연1동,20대미만,"17,814","1,597","12,780"
2025-12,2629051000,남구 대연1동,30대,"25,291","4,401","18,285"
2025-12,2629051000,남구 대연1동,40대,"26,222","4,424","20,978"
2025-12,2629051000,남구 대연1동,50대,"36,208","6,816","24,476"
2025-12,2629051000,남구 대연1동,60대,"38,842","3,738","22,235"
2025-12,2629051000,남구 대연1동,기타,"61,137","1,503","21,456"
2025-12,2629053000,남구 대연3동,20대,"118,073","56,218","62,839"
2025-12,2629053000,남구 대연3동,20대미만,"82,329","12,854","33,186"
2025-12,2629053000,남구 대연3동,30대,"72,313","20,967","35,399"
2025-12,2629053000,남구 대연3동,40대,"97,321","20,948","34,508"
2025-12,2629053000,남구 대연3동,50대,"89,816","20,070","38,743"
2025-12,2629053000,남구 대연3동,60대,"73,977","10,306","31,036"
2025-12,2629053000,남구 대연3동,기타,"78,087","2,430","22,324"
2025-12,2629054000,남구 대연4동,20대,"15,488","1,530","5,315"
2025-12,2629054000,남구 대연4동,20대미만,"22,898","1,900","4,650"
2025-12,2629054000,남구 대연4동,30대,"30,649","3,028","6,393"
2025-12,2629054000,남구 대연4동,40대,"34,118","3,907","7,408"
2025-12,2629054000,남구 대연4동,50대,"31,371","4,093","9,297"
2025-12,2629054000,남구 대연4동,60대,"37,542","3,479","10,461"
2025-12,2629054000,남구 대연4동,기타,"45,667","1,240","8,411"
2025-12,2629055000,남구 대연5동,20대,"36,775","5,153","11,232"
2025-12,2629055000,남구 대연5동,20대미만,"20,553","2,694","4,876"
2025-12,2629055000,남구 대연5동,30대,"25,825","3,890","7,637"
2025-12,2629055000,남구 대연5동,40대,"30,731","5,488","8,272"
2025-12,2629055000,남구 대연5동,50대,"39,608","5,953","10,194"
2025-12,2629055000,남구 대연5동,60대,"40,724","3,793","9,784"
2025-12,2629055000,남구 대연5동,기타,"51,171","1,088","9,078"
2025-12,2629056000,남구 대연6동,20대,"16,472","3,572","4,623"
2025-12,2629056000,남구 대연6동,20대미만,"35,860","4,244","4,522"
2025-12,2629056000,남구 대연6동,30대,"28,943","5,550","6,554"
2025-12,2629056000,남구 대연6동,40대,"44,317","6,910","7,040"
2025-12,2629056000,남구 대연6동,50대,"37,308","6,105","9,254"
2025-12,2629056000,남구 대연6동,60대,"31,660","2,899","8,439"
2025-12,2629056000,남구 대연6동,기타,"36,017","1,112","6,194"
2025-12,2629057000,남구 용호1동,20대,"53,702","6,177","14,052"
2025-12,2629057000,남구 용호1동,20대미만,"89,770","3,921","9,769"
2025-12,2629057000,남구 용호1동,30대,"58,106","6,675","15,231"
2025-12,2629057000,남구 용호1동,40대,"100,438","10,223","17,031"
2025-12,2629057000,남구 용호1동,50대,"128,259","13,356","22,195"
2025-12,2629057000,남구 용호1동,60대,"132,997","8,716","22,056"
2025-12,2629057000,남구 용호1동,기타,"129,486","1,528","18,163"
2025-12,2629058000,남구 용호2동,20대,"20,775","2,717","11,143"
2025-12,2629058000,남구 용호2동,20대미만,"35,681",818,"6,560"
2025-12,2629058000,남구 용호2동,30대,"30,515","3,521","12,024"
2025-12,2629058000,남구 용호2동,40대,"49,923","4,883","14,046"
2025-12,2629058000,남구 용호2동,50대,"48,564","4,692","15,809"
2025-12,2629058000,남구 용호2동,60대,"57,570","3,499","16,687"
2025-12,2629058000,남구 용호2동,기타,"57,640",818,"13,322"
2025-12,2629059000,남구 용호3동,20대,"13,583","2,171","6,132"
2025-12,2629059000,남구 용호3동,20대미만,"14,753","5,854","5,940"
2025-12,2629059000,남구 용호3동,30대,"14,305","2,837","6,404"
2025-12,2629059000,남구 용호3동,40대,"18,507","3,683","8,396"
2025-12,2629059000,남구 용호3동,50대,"29,315","5,105","11,470"
2025-12,2629059000,남구 용호3동,60대,"39,149","4,105","11,963"
2025-12,2629059000,남구 용호3동,기타,"55,503","1,702","8,716"
2025-12,2629060000,남구 용호4동,20대,"8,546","2,333","6,672"
2025-12,2629060000,남구 용호4동,20대미만,"8,751",587,"3,882"
2025-12,2629060000,남구 용호4동,30대,"9,950","1,648","5,539"
2025-12,2629060000,남구 용호4동,40대,"14,210","2,408","7,183"
2025-12,2629060000,남구 용호4동,50대,"18,404","3,024","9,001"
2025-12,2629060000,남구 용호4동,60대,"22,178","2,790","9,436"
2025-12,2629060000,남구 용호4동,기타,"27,348","1,552","8,336"
2025-12,2629061000,남구 용당동,20대,"12,221","6,291","8,616"
2025-12,2629061000,남구 용당동,20대미만,"11,391","2,881","3,978"
2025-12,2629061000,남구 용당동,30대,"10,705","4,383","7,002"
2025-12,2629061000,남구 용당동,40대,"15,052","6,272","9,813"
2025-12,2629061000,남구 용당동,50대,"24,699","6,677","14,158"
2025-12,2629061000,남구 용당동,60대,"25,170","4,483","11,959"
2025-12,2629061000,남구 용당동,기타,"26,421",969,"5,553"
2025-12,2629062000,남구 감만1동,20대,"9,036","2,964","4,289"
2025-12,2629062000,남구 감만1동,20대미만,"6,457",910,"1,679"
2025-12,2629062000,남구 감만1동,30대,"10,403","4,204","7,631"
2025-12,2629062000,남구 감만1동,40대,"12,968","4,333","10,150"
2025-12,2629062000,남구 감만1동,50대,"19,583","5,683","14,663"
2025-12,2629062000,남구 감만1동,60대,"28,432","3,915","10,296"
2025-12,2629062000,남구 감만1동,기타,"26,404",960,"4,634"
2025-12,2629063000,남구 감만2동,20대,"3,799",360,"1,496"
2025-12,2629063000,남구 감만2동,20대미만,"3,837",715,"2,114"
2025-12,2629063000,남구 감만2동,30대,"4,452",549,"1,871"
2025-12,2629063000,남구 감만2동,40대,"7,015",728,"2,993"
2025-12,2629063000,남구 감만2동,50대,"13,199","1,550","4,113"
2025-12,2629063000,남구 감만2동,60대,"12,479","1,208","4,912"
2025-12,2629063000,남구 감만2동,기타,"21,457",336,"5,190"
2025-12,2629064500,남구 우암동,20대,"14,753","2,400","7,224"
2025-12,2629064500,남구 우암동,20대미만,"17,896","1,649","4,386"
2025-12,2629064500,남구 우암동,30대,"15,322","2,884","9,636"
2025-12,2629064500,남구 우암동,40대,"23,196","4,216","11,141"
2025-12,2629064500,남구 우암동,50대,"32,496","6,658","18,515"
2025-12,2629064500,남구 우암동,60대,"46,324","4,395","18,564"
2025-12,2629064500,남구 우암동,기타,"66,389",925,"16,493"
2025-12,2629068000,남구 문현1동,20대,"12,239","1,020","5,196"
2025-12,2629068000,남구 문현1동,20대미만,"13,328","2,089","4,995"
2025-12,2629068000,남구 문현1동,30대,"10,008","1,118","7,329"
2025-12,2629068000,남구 문현1동,40대,"17,208","2,098","7,669"
2025-12,2629068000,남구 문현1동,50대,"24,517","3,424","8,479"
2025-12,2629068000,남구 문현1동,60대,"29,435","2,487","8,630"
2025-12,2629068000,남구 문현1동,기타,"37,134",663,"7,474"
2025-12,2629069000,남구 문현2동,20대,"8,440","6,946","10,578"
2025-12,2629069000,남구 문현2동,20대미만,"4,123","1,402","4,822"
2025-12,2629069000,남구 문현2동,30대,"14,087","15,267","11,743"
2025-12,2629069000,남구 문현2동,40대,"10,956","12,048","10,320"
2025-12,2629069000,남구 문현2동,50대,"11,455","9,620","12,091"
2025-12,2629069000,남구 문현2동,60대,"15,834","3,667","11,200"
2025-12,2629069000,남구 문현2동,기타,"23,968","1,513","6,502"
2025-12,2629070000,남구 문현3동,20대,"15,070","1,587","15,183"
2025-12,2629070000,남구 문현3동,20대미만,"14,496","1,658","17,760"
2025-12,2629070000,남구 문현3동,30대,"24,129","2,983","15,777"
2025-12,2629070000,남구 문현3동,40대,"26,075","3,750","22,148"
2025-12,2629070000,남구 문현3동,50대,"27,621","4,210","31,554"
2025-12,2629070000,남구 문현3동,60대,"41,598","3,661","30,218"
2025-12,2629070000,남구 문현3동,기타,"39,669","1,024","30,724"
2025-12,2629071000,남구 문현4동,20대,"9,450","1,803","4,917"
2025-12,2629071000,남구 문현4동,20대미만,"7,418","1,246","3,478"
2025-12,2629071000,남구 문현4동,30대,"12,356","2,468","6,895"
2025-12,2629071000,남구 문현4동,40대,"11,472","2,143","6,496"
2025-12,2629071000,남구 문현4동,50대,"16,109","2,978","7,152"
2025-12,2629071000,남구 문현4동,60대,"17,816","2,197","6,473"
2025-12,2629071000,남구 문현4동,기타,"23,822",586,"4,815"
2025-12,2632051000,북구 구포1동,20대,"21,861","2,541","10,250"
2025-12,2632051000,북구 구포1동,20대미만,"16,120",125,"4,321"
2025-12,2632051000,북구 구포1동,30대,"32,591","4,097","12,302"
2025-12,2632051000,북구 구포1동,40대,"30,795","4,413","13,011"
2025-12,2632051000,북구 구포1동,50대,"41,174","8,979","22,051"
2025-12,2632051000,북구 구포1동,60대,"59,343","8,002","30,648"
2025-12,2632051000,북구 구포1동,기타,"56,969","3,049","24,308"
2025-12,2632052000,북구 구포2동,20대,"35,514","3,925","8,028"
2025-12,2632052000,북구 구포2동,20대미만,"29,244","4,052","4,664"
2025-12,2632052000,북구 구포2동,30대,"43,636","6,342","9,406"
2025-12,2632052000,북구 구포2동,40대,"48,595","7,199","9,522"
2025-12,2632052000,북구 구포2동,50대,"72,574","10,212","14,218"
2025-12,2632052000,북구 구포2동,60대,"94,020","6,638","16,908"
2025-12,2632052000,북구 구포2동,기타,"81,390","1,509","10,751"
2025-12,2632052100,북구 구포3동,20대,"29,618","3,025","4,935"
2025-12,2632052100,북구 구포3동,20대미만,"25,188","3,783","3,380"
2025-12,2632052100,북구 구포3동,30대,"27,162","2,545","5,194"
2025-12,2632052100,북구 구포3동,40대,"35,988","3,604","5,025"
2025-12,2632052100,북구 구포3동,50대,"60,412","6,504","8,849"
2025-12,2632052100,북구 구포3동,60대,"78,237","5,035","10,858"
2025-12,2632052100,북구 구포3동,기타,"64,092","1,038","5,139"
2025-12,2632053000,북구 금곡동,20대,"49,348","5,333","8,764"
2025-12,2632053000,북구 금곡동,20대미만,"53,159","3,786","7,732"
2025-12,2632053000,북구 금곡동,30대,"52,431","6,150","12,204"
2025-12,2632053000,북구 금곡동,40대,"63,172","7,046","13,560"
2025-12,2632053000,북구 금곡동,50대,"105,210","11,790","20,371"
2025-12,2632053000,북구 금곡동,60대,"142,756","9,111","22,605"
2025-12,2632053000,북구 금곡동,기타,"148,033","1,505","13,622"
2025-12,2632054100,북구 화명1동,20대,"58,658","5,270","21,990"
2025-12,2632054100,북구 화명1동,20대미만,"69,652","1,631","25,352"
2025-12,2632054100,북구 화명1동,30대,"81,782","6,038","28,510"
2025-12,2632054100,북구 화명1동,40대,"77,716","6,827","27,392"
2025-12,2632054100,북구 화명1동,50대,"112,207","9,271","33,908"
2025-12,2632054100,북구 화명1동,60대,"125,619","8,241","35,478"
2025-12,2632054100,북구 화명1동,기타,"76,974","2,029","22,855"
2025-12,2632054200,북구 화명2동,20대,"29,162","3,345","7,294"
2025-12,2632054200,북구 화명2동,20대미만,"32,889","2,648","6,043"
2025-12,2632054200,북구 화명2동,30대,"34,762","3,570","9,311"
2025-12,2632054200,북구 화명2동,40대,"34,751","4,144","9,375"
2025-12,2632054200,북구 화명2동,50대,"51,589","6,050","13,066"
2025-12,2632054200,북구 화명2동,60대,"59,838","4,737","14,377"
2025-12,2632054200,북구 화명2동,기타,"50,010","1,401","8,885"
2025-12,2632054300,북구 화명3동,20대,"43,398","8,934","18,469"
2025-12,2632054300,북구 화명3동,20대미만,"60,235","8,412","15,179"
2025-12,2632054300,북구 화명3동,30대,"40,951","8,383","18,035"
2025-12,2632054300,북구 화명3동,40대,"58,590","8,743","17,009"
2025-12,2632054300,북구 화명3동,50대,"78,545","12,254","24,018"
2025-12,2632054300,북구 화명3동,60대,"58,944","6,326","23,991"
2025-12,2632054300,북구 화명3동,기타,"60,012","2,029","14,014"
2025-12,2632055000,북구 덕천1동,20대,"20,500","3,841","8,418"
2025-12,2632055000,북구 덕천1동,20대미만,"11,734",927,"4,578"
2025-12,2632055000,북구 덕천1동,30대,"34,678","4,187","9,799"
2025-12,2632055000,북구 덕천1동,40대,"26,096","4,735","9,826"
2025-12,2632055000,북구 덕천1동,50대,"35,292","6,246","14,532"
2025-12,2632055000,북구 덕천1동,60대,"46,623","4,803","17,691"
2025-12,2632055000,북구 덕천1동,기타,"54,085","1,433","12,068"
2025-12,2632056000,북구 덕천2동,20대,"18,306","7,693","19,699"
2025-12,2632056000,북구 덕천2동,20대미만,"11,860","2,854","11,811"
2025-12,2632056000,북구 덕천2동,30대,"20,792","10,524","22,683"
2025-12,2632056000,북구 덕천2동,40대,"18,844","9,355","20,445"
2025-12,2632056000,북구 덕천2동,50대,"28,829","11,463","28,558"
2025-12,2632056000,북구 덕천2동,60대,"41,355","8,153","31,184"
2025-12,2632056000,북구 덕천2동,기타,"44,068","2,389","19,377"
2025-12,2632056100,북구 덕천3동,20대,"9,996",472,"1,944"
2025-12,2632056100,북구 덕천3동,20대미만,"4,815",201,"1,385"
2025-12,2632056100,북구 덕천3동,30대,"11,514",817,"2,475"
2025-12,2632056100,북구 덕천3동,40대,"11,822",945,"2,786"
2025-12,2632056100,북구 덕천3동,50대,"21,857","2,450","4,081"
2025-12,2632056100,북구 덕천3동,60대,"33,114","1,447","5,085"
2025-12,2632056100,북구 덕천3동,기타,"31,946",382,"4,530"
2025-12,2632057100,북구 만덕1동,20대,"18,559","2,015","5,060"
2025-12,2632057100,북구 만덕1동,20대미만,"23,812","2,498","3,154"
2025-12,2632057100,북구 만덕1동,30대,"43,028","3,162","7,793"
2025-12,2632057100,북구 만덕1동,40대,"41,694","3,125","7,431"
2025-12,2632057100,북구 만덕1동,50대,"35,629","3,506","8,633"
2025-12,2632057100,북구 만덕1동,60대,"52,501","3,519","11,650"
2025-12,2632057100,북구 만덕1동,기타,"45,143",771,"6,796"
2025-12,2632057200,북구 만덕2동,20대,"35,974","3,444","7,393"
2025-12,2632057200,북구 만덕2동,20대미만,"54,008","3,739","6,875"
2025-12,2632057200,북구 만덕2동,30대,"51,867","4,562","10,681"
2025-12,2632057200,북구 만덕2동,40대,"63,771","5,959","9,914"
2025-12,2632057200,북구 만덕2동,50대,"69,677","6,987","13,354"
2025-12,2632057200,북구 만덕2동,60대,"86,215","5,698","16,385"
2025-12,2632057200,북구 만덕2동,기타,"78,697","1,128","9,585"
2025-12,2632057300,북구 만덕3동,20대,"22,567","2,280","5,221"
2025-12,2632057300,북구 만덕3동,20대미만,"20,606",689,"5,571"
2025-12,2632057300,북구 만덕3동,30대,"25,981","1,488","6,891"
2025-12,2632057300,북구 만덕3동,40대,"28,863","3,090","6,942"
2025-12,2632057300,북구 만덕3동,50대,"44,732","3,733","8,867"
2025-12,2632057300,북구 만덕3동,60대,"69,157","4,313","10,914"
2025-12,2632057300,북구 만덕3동,기타,"53,532","1,168","7,048"
2025-12,2635051000,해운대구 우1동,20대,"39,461","15,143","56,824"
2025-12,2635051000,해운대구 우1동,20대미만,"46,316","12,158","34,098"
2025-12,2635051000,해운대구 우1동,30대,"51,246","16,045","57,898"
2025-12,2635051000,해운대구 우1동,40대,"62,050","14,782","57,234"
2025-12,2635051000,해운대구 우1동,50대,"67,739","16,236","55,648"
2025-12,2635051000,해운대구 우1동,60대,"66,827","11,587","45,556"
2025-12,2635051000,해운대구 우1동,기타,"77,178","3,090","30,886"
2025-12,2635052000,해운대구 우2동,20대,"36,250","42,126","59,535"
2025-12,2635052000,해운대구 우2동,20대미만,"52,021","11,210","44,247"
2025-12,2635052000,해운대구 우2동,30대,"54,008","53,395","73,973"
2025-12,2635052000,해운대구 우2동,40대,"78,818","40,142","64,478"
2025-12,2635052000,해운대구 우2동,50대,"89,257","35,439","58,897"
2025-12,2635052000,해운대구 우2동,60대,"80,720","16,397","44,483"
2025-12,2635052000,해운대구 우2동,기타,"79,139","3,056","26,628"
2025-12,2635052500,해운대구 우3동,20대,"26,027","3,993","13,051"
2025-12,2635052500,해운대구 우3동,20대미만,"53,218","1,809","10,072"
