기준년월,행정동코드,행정동명,연령별,월별 일평균 주거인구수 평균,월별 일평균 직장인구수 평균,월별 일평균 방문인구수 평균
2025-12,2635052500,해운대구 우3동,30대,"41,504","7,058","16,132"
2025-12,2635052500,해운대구 우3동,40대,"75,446","10,962","18,754"
2025-12,2635052500,해운대구 우3동,50대,"78,862","9,914","19,480"
2025-12,2635052500,해운대구 우3동,60대,"75,867","6,720","16,930"
2025-12,2635052500,해운대구 우3동,기타,"76,206","1,935","11,303"
2025-12,2635053000,해운대구 중1동,20대,"43,628","13,535","48,030"
2025-12,2635053000,해운대구 중1동,20대미만,"46,415","3,480","34,026"
2025-12,2635053000,해운대구 중1동,30대,"54,561","14,753","60,077"
2025-12,2635053000,해운대구 중1동,40대,"72,648","16,654","57,633"
2025-12,2635053000,해운대구 중1동,50대,"81,322","18,867","58,413"
2025-12,2635053000,해운대구 중1동,60대,"70,459","12,660","46,223"
2025-12,2635053000,해운대구 중1동,기타,"72,085","3,081","28,312"
2025-12,2635054000,해운대구 중2동,20대,"20,050","3,008","11,797"
2025-12,2635054000,해운대구 중2동,20대미만,"31,295","1,615","7,656"
2025-12,2635054000,해운대구 중2동,30대,"30,820","4,542","15,256"
2025-12,2635054000,해운대구 중2동,40대,"42,420","4,739","15,103"
2025-12,2635054000,해운대구 중2동,50대,"44,573","5,390","18,555"
2025-12,2635054000,해운대구 중2동,60대,"50,321","4,121","17,002"
2025-12,2635054000,해운대구 중2동,기타,"46,164","1,216","12,069"
2025-12,2635055100,해운대구 좌1동,20대,"17,399","4,979","15,457"
2025-12,2635055100,해운대구 좌1동,20대미만,"20,006",733,"12,001"
2025-12,2635055100,해운대구 좌1동,30대,"24,394","5,667","16,182"
2025-12,2635055100,해운대구 좌1동,40대,"25,378","5,682","17,199"
2025-12,2635055100,해운대구 좌1동,50대,"39,971","8,609","23,182"
2025-12,2635055100,해운대구 좌1동,60대,"38,499","4,840","19,105"
2025-12,2635055100,해운대구 좌1동,기타,"30,241","2,326","13,211"
2025-12,2635055200,해운대구 좌2동,20대,"57,273","5,857","12,945"
2025-12,2635055200,해운대구 좌2동,20대미만,"53,530","3,087","11,624"
2025-12,2635055200,해운대구 좌2동,30대,"67,903","6,843","14,858"
2025-12,2635055200,해운대구 좌2동,40대,"70,509","8,100","12,931"
2025-12,2635055200,해운대구 좌2동,50대,"89,147","10,108","15,927"
2025-12,2635055200,해운대구 좌2동,60대,"87,816","6,590","16,214"
2025-12,2635055200,해운대구 좌2동,기타,"78,951","1,040","10,667"
2025-12,2635055300,해운대구 좌3동,20대,"22,830","1,616","6,436"
2025-12,2635055300,해운대구 좌3동,20대미만,"29,466","5,480","7,800"
2025-12,2635055300,해운대구 좌3동,30대,"25,238","2,658","6,643"
2025-12,2635055300,해운대구 좌3동,40대,"32,898","2,992","6,701"
2025-12,2635055300,해운대구 좌3동,50대,"48,667","3,664","9,965"
2025-12,2635055300,해운대구 좌3동,60대,"49,143","2,983","11,594"
2025-12,2635055300,해운대구 좌3동,기타,"56,431",773,"8,163"
2025-12,2635055400,해운대구 좌4동,20대,"37,362","7,713","15,322"
2025-12,2635055400,해운대구 좌4동,20대미만,"62,490","7,820","10,591"
2025-12,2635055400,해운대구 좌4동,30대,"37,413","7,771","15,299"
2025-12,2635055400,해운대구 좌4동,40대,"54,504","9,270","16,888"
2025-12,2635055400,해운대구 좌4동,50대,"67,250","10,690","22,522"
2025-12,2635055400,해운대구 좌4동,60대,"60,721","6,483","23,964"
2025-12,2635055400,해운대구 좌4동,기타,"55,922","2,071","18,017"
2025-12,2635056000,해운대구 송정동,20대,"10,779","5,574","28,043"
2025-12,2635056000,해운대구 송정동,20대미만,"11,795","3,466","17,600"
2025-12,2635056000,해운대구 송정동,30대,"15,814","7,133","32,775"
2025-12,2635056000,해운대구 송정동,40대,"19,096","6,503","31,785"
2025-12,2635056000,해운대구 송정동,50대,"24,449","8,721","30,527"
2025-12,2635056000,해운대구 송정동,60대,"35,277","5,936","25,747"
2025-12,2635056000,해운대구 송정동,기타,"41,858","1,831","15,801"
2025-12,2635057000,해운대구 반여1동,20대,"57,557","7,577","12,610"
2025-12,2635057000,해운대구 반여1동,20대미만,"96,397","5,194","9,259"
2025-12,2635057000,해운대구 반여1동,30대,"66,225","9,057","15,339"
2025-12,2635057000,해운대구 반여1동,40대,"92,859","13,071","17,575"
2025-12,2635057000,해운대구 반여1동,50대,"114,066","15,411","23,085"
2025-12,2635057000,해운대구 반여1동,60대,"101,296","9,865","23,633"
2025-12,2635057000,해운대구 반여1동,기타,"95,838","2,218","14,070"
2025-12,2635058000,해운대구 반여2동,20대,"14,475","1,109","4,288"
2025-12,2635058000,해운대구 반여2동,20대미만,"9,893",632,"2,263"
2025-12,2635058000,해운대구 반여2동,30대,"18,194","1,514","4,276"
2025-12,2635058000,해운대구 반여2동,40대,"21,971","1,983","5,668"
2025-12,2635058000,해운대구 반여2동,50대,"37,129","3,603","9,284"
2025-12,2635058000,해운대구 반여2동,60대,"47,685","2,614","11,432"
2025-12,2635058000,해운대구 반여2동,기타,"47,580",527,"9,307"
2025-12,2635059000,해운대구 반여3동,20대,"8,582",405,"1,308"
2025-12,2635059000,해운대구 반여3동,20대미만,"4,114",329,747
2025-12,2635059000,해운대구 반여3동,30대,"9,304",754,"1,363"
2025-12,2635059000,해운대구 반여3동,40대,"11,180",817,"1,889"
2025-12,2635059000,해운대구 반여3동,50대,"19,025","1,572","3,688"
2025-12,2635059000,해운대구 반여3동,60대,"25,782","1,368","3,204"
2025-12,2635059000,해운대구 반여3동,기타,"23,084",181,"2,459"
2025-12,2635059500,해운대구 반여4동,20대,"14,834","1,490","4,810"
2025-12,2635059500,해운대구 반여4동,20대미만,"19,137",538,"5,285"
2025-12,2635059500,해운대구 반여4동,30대,"21,482","1,319","5,813"
2025-12,2635059500,해운대구 반여4동,40대,"21,723","2,224","7,108"
2025-12,2635059500,해운대구 반여4동,50대,"30,459","2,922","9,164"
2025-12,2635059500,해운대구 반여4동,60대,"29,927","2,400","12,158"
2025-12,2635059500,해운대구 반여4동,기타,"25,949",580,"9,218"
2025-12,2635061000,해운대구 반송1동,20대,"14,650","3,016","3,658"
2025-12,2635061000,해운대구 반송1동,20대미만,"5,989","2,080","1,626"
2025-12,2635061000,해운대구 반송1동,30대,"12,647","3,134","3,637"
2025-12,2635061000,해운대구 반송1동,40대,"15,795","3,214","5,189"
2025-12,2635061000,해운대구 반송1동,50대,"31,947","5,785","7,983"
2025-12,2635061000,해운대구 반송1동,60대,"35,992","4,592","9,782"
2025-12,2635061000,해운대구 반송1동,기타,"48,191",807,"5,991"
2025-12,2635062000,해운대구 반송2동,20대,"23,870","2,185","2,684"
2025-12,2635062000,해운대구 반송2동,20대미만,"23,145",419,"1,792"
2025-12,2635062000,해운대구 반송2동,30대,"25,320","2,431","3,862"
2025-12,2635062000,해운대구 반송2동,40대,"41,070","4,378","4,975"
2025-12,2635062000,해운대구 반송2동,50대,"63,751","6,852","8,455"
2025-12,2635062000,해운대구 반송2동,60대,"96,866","5,815","8,648"
2025-12,2635062000,해운대구 반송2동,기타,"105,787",903,"5,603"
2025-12,2635065000,해운대구 재송1동,20대,"50,578","9,973","17,950"
2025-12,2635065000,해운대구 재송1동,20대미만,"107,277","5,352","12,765"
2025-12,2635065000,해운대구 재송1동,30대,"62,407","14,316","21,280"
2025-12,2635065000,해운대구 재송1동,40대,"117,934","16,606","25,219"
2025-12,2635065000,해운대구 재송1동,50대,"101,939","15,026","28,463"
2025-12,2635065000,해운대구 재송1동,60대,"81,707","8,824","24,845"
2025-12,2635065000,해운대구 재송1동,기타,"80,738","2,254","18,185"
2025-12,2635066000,해운대구 재송2동,20대,"32,053","3,651","7,533"
2025-12,2635066000,해운대구 재송2동,20대미만,"31,267","1,481","5,257"
2025-12,2635066000,해운대구 재송2동,30대,"36,329","4,385","9,091"
2025-12,2635066000,해운대구 재송2동,40대,"47,695","5,290","11,013"
2025-12,2635066000,해운대구 재송2동,50대,"64,157","7,280","12,430"
2025-12,2635066000,해운대구 재송2동,60대,"82,125","4,645","13,785"
2025-12,2635066000,해운대구 재송2동,기타,"78,360","1,119","8,775"
2025-12,2638051000,사하구 괴정1동,20대,"23,358","2,093","8,079"
2025-12,2638051000,사하구 괴정1동,20대미만,"24,804","2,484","6,679"
2025-12,2638051000,사하구 괴정1동,30대,"21,695","1,933","9,638"
2025-12,2638051000,사하구 괴정1동,40대,"34,901","2,689","11,849"
2025-12,2638051000,사하구 괴정1동,50대,"44,135","5,484","14,637"
2025-12,2638051000,사하구 괴정1동,60대,"59,799","3,563","15,809"
2025-12,2638051000,사하구 괴정1동,기타,"74,065","1,127","13,954"
2025-12,2638052000,사하구 괴정2동,20대,"18,415","1,644","2,602"
2025-12,2638052000,사하구 괴정2동,20대미만,"17,422","1,332","1,898"
2025-12,2638052000,사하구 괴정2동,30대,"19,870","1,440","2,827"
2025-12,2638052000,사하구 괴정2동,40대,"27,247","1,819","3,626"
2025-12,2638052000,사하구 괴정2동,50대,"32,614","2,844","4,204"
2025-12,2638052000,사하구 괴정2동,60대,"47,518","2,571","5,893"
2025-12,2638052000,사하구 괴정2동,기타,"55,184",473,"5,413"
2025-12,2638053000,사하구 괴정3동,20대,"17,686","5,202","7,862"
2025-12,2638053000,사하구 괴정3동,20대미만,"14,326","1,351","6,169"
2025-12,2638053000,사하구 괴정3동,30대,"17,529","3,798","7,299"
2025-12,2638053000,사하구 괴정3동,40대,"23,443","4,543","9,774"
2025-12,2638053000,사하구 괴정3동,50대,"32,884","6,661","13,053"
2025-12,2638053000,사하구 괴정3동,60대,"46,335","5,211","15,865"
2025-12,2638053000,사하구 괴정3동,기타,"59,596","2,203","11,728"
2025-12,2638054000,사하구 괴정4동,20대,"17,078","1,762","4,165"
2025-12,2638054000,사하구 괴정4동,20대미만,"25,715","2,418","6,788"
2025-12,2638054000,사하구 괴정4동,30대,"23,709","2,115","5,084"
2025-12,2638054000,사하구 괴정4동,40대,"36,283","4,035","8,146"
2025-12,2638054000,사하구 괴정4동,50대,"33,596","3,416","9,093"
2025-12,2638054000,사하구 괴정4동,60대,"38,246","2,495","10,234"
2025-12,2638054000,사하구 괴정4동,기타,"43,826",957,"8,990"
2025-12,2638055000,사하구 당리동,20대,"36,574","6,201","15,405"
2025-12,2638055000,사하구 당리동,20대미만,"36,163","2,865","11,045"
2025-12,2638055000,사하구 당리동,30대,"38,044","7,385","15,980"
2025-12,2638055000,사하구 당리동,40대,"52,175","10,604","17,184"
2025-12,2638055000,사하구 당리동,50대,"68,443","10,588","21,545"
2025-12,2638055000,사하구 당리동,60대,"87,741","7,980","24,603"
2025-12,2638055000,사하구 당리동,기타,"90,532","1,649","17,376"
2025-12,2638056100,사하구 하단1동,20대,"45,889","4,356","9,807"
2025-12,2638056100,사하구 하단1동,20대미만,"28,096","1,638","4,806"
2025-12,2638056100,사하구 하단1동,30대,"45,485","4,013","10,803"
2025-12,2638056100,사하구 하단1동,40대,"46,854","5,195","10,487"
2025-12,2638056100,사하구 하단1동,50대,"56,940","6,085","14,127"
2025-12,2638056100,사하구 하단1동,60대,"68,613","5,819","15,793"
2025-12,2638056100,사하구 하단1동,기타,"68,547","1,536","10,144"
2025-12,2638056200,사하구 하단2동,20대,"78,286","33,660","32,237"
2025-12,2638056200,사하구 하단2동,20대미만,"41,591","7,720","13,783"
2025-12,2638056200,사하구 하단2동,30대,"53,894","11,291","21,332"
2025-12,2638056200,사하구 하단2동,40대,"53,446","10,238","18,906"
2025-12,2638056200,사하구 하단2동,50대,"68,047","11,671","21,816"
2025-12,2638056200,사하구 하단2동,60대,"72,360","7,501","20,221"
2025-12,2638056200,사하구 하단2동,기타,"72,853","1,454","12,418"
2025-12,2638057100,사하구 신평1동,20대,"18,663","4,302","6,403"
2025-12,2638057100,사하구 신평1동,20대미만,"23,243","2,981","7,598"
2025-12,2638057100,사하구 신평1동,30대,"23,133","6,716","10,193"
2025-12,2638057100,사하구 신평1동,40대,"32,232","7,866","12,068"
2025-12,2638057100,사하구 신평1동,50대,"44,629","10,027","15,713"
2025-12,2638057100,사하구 신평1동,60대,"58,709","6,292","12,669"
2025-12,2638057100,사하구 신평1동,기타,"61,837","1,274","8,378"
2025-12,2638057200,사하구 신평2동,20대,"26,126","4,545","7,142"
2025-12,2638057200,사하구 신평2동,20대미만,"28,025","1,305","5,325"
2025-12,2638057200,사하구 신평2동,30대,"37,072","8,025","11,651"
2025-12,2638057200,사하구 신평2동,40대,"40,394","9,511","12,710"
2025-12,2638057200,사하구 신평2동,50대,"50,391","11,022","15,433"
2025-12,2638057200,사하구 신평2동,60대,"57,246","7,625","17,791"
2025-12,2638057200,사하구 신평2동,기타,"46,934","1,412","7,975"
2025-12,2638058000,사하구 장림1동,20대,"17,899","4,636","6,421"
2025-12,2638058000,사하구 장림1동,20대미만,"28,767","1,816","5,049"
2025-12,2638058000,사하구 장림1동,30대,"31,099","8,428","11,531"
2025-12,2638058000,사하구 장림1동,40대,"41,026","9,957","13,113"
2025-12,2638058000,사하구 장림1동,50대,"37,353","14,570","16,826"
2025-12,2638058000,사하구 장림1동,60대,"35,909","11,465","16,800"
2025-12,2638058000,사하구 장림1동,기타,"36,215","2,562","8,399"
2025-12,2638059000,사하구 장림2동,20대,"36,485","5,256","9,501"
2025-12,2638059000,사하구 장림2동,20대미만,"40,747","2,437","9,109"
2025-12,2638059000,사하구 장림2동,30대,"44,650","7,560","13,147"
2025-12,2638059000,사하구 장림2동,40대,"60,057","10,607","14,818"
2025-12,2638059000,사하구 장림2동,50대,"73,302","13,917","18,015"
2025-12,2638059000,사하구 장림2동,60대,"87,499","10,493","19,932"
2025-12,2638059000,사하구 장림2동,기타,"68,782","2,134","12,959"
2025-12,2638060100,사하구 다대1동,20대,"47,569","7,326","9,544"
2025-12,2638060100,사하구 다대1동,20대미만,"70,033","2,171","5,962"
2025-12,2638060100,사하구 다대1동,30대,"52,854","11,332","10,232"
2025-12,2638060100,사하구 다대1동,40대,"91,904","16,486","13,238"
2025-12,2638060100,사하구 다대1동,50대,"123,235","19,638","19,407"
2025-12,2638060100,사하구 다대1동,60대,"135,311","13,440","22,620"
2025-12,2638060100,사하구 다대1동,기타,"128,436","2,415","13,090"
2025-12,2638060200,사하구 다대2동,20대,"37,968","4,580","5,180"
2025-12,2638060200,사하구 다대2동,20대미만,"49,258","2,147","3,973"
2025-12,2638060200,사하구 다대2동,30대,"36,134","4,348","6,954"
2025-12,2638060200,사하구 다대2동,40대,"54,698","8,020","7,868"
2025-12,2638060200,사하구 다대2동,50대,"87,005","10,377","10,827"
2025-12,2638060200,사하구 다대2동,60대,"106,180","7,681","12,390"
2025-12,2638060200,사하구 다대2동,기타,"105,820","1,261","7,071"
2025-12,2638061000,사하구 구평동,20대,"13,940","2,643","3,734"
2025-12,2638061000,사하구 구평동,20대미만,"20,386",380,"1,526"
2025-12,2638061000,사하구 구평동,30대,"30,948","5,679","6,202"
2025-12,2638061000,사하구 구평동,40대,"34,749","8,051","8,426"
2025-12,2638061000,사하구 구평동,50대,"31,992","9,430","10,392"
2025-12,2638061000,사하구 구평동,60대,"34,022","8,216","11,781"
2025-12,2638061000,사하구 구평동,기타,"27,942","1,310","4,247"
2025-12,2638062000,사하구 감천1동,20대,"20,521","2,739","4,272"
2025-12,2638062000,사하구 감천1동,20대미만,"24,183","5,988","6,003"
2025-12,2638062000,사하구 감천1동,30대,"21,170","4,660","6,223"
2025-12,2638062000,사하구 감천1동,40대,"33,064","6,857","8,408"
2025-12,2638062000,사하구 감천1동,50대,"47,819","8,944","12,117"
2025-12,2638062000,사하구 감천1동,60대,"69,537","6,427","12,563"
2025-12,2638062000,사하구 감천1동,기타,"77,919","1,436","8,397"
2025-12,2638063000,사하구 감천2동,20대,"4,194",466,867
2025-12,2638063000,사하구 감천2동,20대미만,"3,008",0,752
2025-12,2638063000,사하구 감천2동,30대,"4,994",673,"1,284"
2025-12,2638063000,사하구 감천2동,40대,"7,033","1,148","1,367"
2025-12,2638063000,사하구 감천2동,50대,"14,868","1,925","2,512"
2025-12,2638063000,사하구 감천2동,60대,"17,418",799,"3,028"
2025-12,2638063000,사하구 감천2동,기타,"24,781",262,"1,313"
2025-12,2641051000,금정구 서1동,20대,"3,991",353,"1,156"
2025-12,2641051000,금정구 서1동,20대미만,"2,526",220,"1,066"
2025-12,2641051000,금정구 서1동,30대,"4,644",707,"1,580"
2025-12,2641051000,금정구 서1동,40대,"7,211",834,"2,440"
2025-12,2641051000,금정구 서1동,50대,"12,371","1,473","4,068"
2025-12,2641051000,금정구 서1동,60대,"19,654","1,514","5,798"
2025-12,2641051000,금정구 서1동,기타,"22,328",923,"3,823"
